"고객번호","연령","직업","근무기간","결혼상태","부양가족수","외국인여부","주거상태","거주년수","휴대폰개인명의여부","자산","수표계좌","저축계좌","대출이력","대출목적","대출금액","당행대출건수","기타할부상환계획","거래개월수","공동대출보증인","가처분소득중할부상환금비율","신용상태"
"A0630",64,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"실자산","계좌없음","저축계좌없음","현재부채상환지연","학자금",4800000,1,"없음",9,"없음",1,"우량"
"A0631",28,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",4600000,1,"없음",24,"없음",2,"우량"
"A0632",44,"전문직/사무직","1년~4년","싱글남",1,"예","자가",3,0,"자동차/기타","마이너스","100만원이하","과거연체이력","가구장비구입",1900000,1,"은행",18,"없음",4,"불량"
"A0633",23,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"사회보장/생명보험","50만원이하","저축계좌없음","현재부채상환지연","오디오/TV구입",1800000,1,"없음",15,"없음",4,"우량"
"A0634",19,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","임대",2,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","가구장비구입",2500000,2,"없음",9,"공동대출자있음",2,"불량"
"A0635",25,"비숙련거주자","1년미만","이혼/별거/기혼녀",1,"예","자가",4,1,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","신차구입",1700000,1,"없음",24,"없음",3,"불량"
"A0636",47,"전문직/사무직","7년이상","싱글남",2,"예","자가",4,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","학자금",1700000,3,"은행",12,"없음",4,"우량"
"A0637",28,"전문직/사무직","4년~7년","이혼/별거/기혼녀",1,"예","자가",1,0,"자동차/기타","계좌없음","500~1000만원","현재부채상환지연","오디오/TV구입",1700000,1,"없음",24,"없음",4,"우량"
"A0638",21,"전문직/사무직","4년~7년","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","당은행부채상환완료","오디오/TV구입",19600000,2,"없음",60,"없음",2,"우량"
"A0639",34,"전문직/사무직","1년미만","이혼/별거/기혼녀",2,"예","자가",3,0,"자동차/기타","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1900000,1,"없음",12,"없음",4,"우량"
"A0640",26,"전문직/사무직","4년~7년","싱글남",2,"예","자가",2,1,"사회보장/생명보험","마이너스","100만원이하","당은행부채상환완료","오디오/TV구입",5500000,2,"은행",42,"없음",3,"불량"
"A0641",27,"무직/비숙련비거주자","미취업","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","마이너스","100만원이하","현재부채상환지연","학자금",900000,1,"없음",18,"없음",4,"불량"
"A0642",38,"비숙련거주자","7년이상","싱글남",1,"예","자가",4,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","수리비용",1600000,2,"없음",15,"없음",4,"우량"
"A0643",40,"관리직/자영업/숙련직/공무원","1년~4년","싱글남",1,"예","자가",2,1,"사회보장/생명보험","계좌없음","100~500만원","현재부채상환지연","학자금",5800000,1,"없음",15,"없음",3,"불량"
"A0644",33,"전문직/사무직","4년~7년","사별/기혼남",1,"예","자가",2,1,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",2300000,2,"없음",24,"보증인있음",4,"우량"
"A0645",32,"관리직/자영업/숙련직/공무원","4년~7년","사별/기혼남",1,"예","자가",1,1,"사회보장/생명보험","마이너스","100만원이하","부채없음","오디오/TV구입",2400000,2,"없음",18,"없음",4,"우량"
"A0646",27,"전문직/사무직","1년미만","싱글남",1,"예","임대",4,1,"자동차/기타","계좌없음","저축계좌없음","당은행부채상환완료","사업자금",10000000,2,"없음",36,"없음",4,"불량"
"A0647",32,"전문직/사무직","1년~4년","이혼/별거남",1,"예","자가",2,0,"실자산","마이너스","100만원이하","타은행부채과다","가구장비구입",5700000,2,"없음",30,"보증인있음",2,"우량"
"A0648",26,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"사회보장/생명보험","계좌없음","500~1000만원","현재부채상환지연","신차구입",1700000,1,"없음",12,"없음",2,"불량"
"A0649",38,"전문직/사무직","4년~7년","싱글남",2,"예","영구임대",3,0,"모름/없음","50만원이상","100만원이하","현재부채상환지연","신차구입",1200000,1,"은행",24,"없음",4,"불량"
"A0650",40,"비숙련거주자","1년~4년","싱글남",2,"예","임대",4,0,"자동차/기타","마이너스","100만원이하","현재부채상환지연","학자금",900000,1,"없음",12,"없음",4,"불량"
"A0651",50,"관리직/자영업/숙련직/공무원","4년~7년","싱글남",1,"예","영구임대",1,1,"모름/없음","마이너스","100만원이하","현재부채상환지연","학자금",9400000,1,"없음",48,"없음",4,"우량"
"A0652",37,"비숙련거주자","1년~4년","싱글남",1,"예","자가",2,0,"사회보장/생명보험","50만원이하","100만원이하","현재부채상환지연","가구장비구입",2400000,1,"없음",12,"없음",4,"불량"
"A0653",45,"전문직/사무직","7년이상","싱글남",1,"예","자가",1,0,"실자산","마이너스","100만원이하","현재부채상환지연","신차구입",2900000,1,"없음",24,"공동대출자있음",4,"불량"
"A0654",42,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",4,1,"자동차/기타","50만원이하","100~500만원","당은행부채상환완료","신차구입",10100000,4,"없음",36,"없음",2,"불량"
"A0655",35,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,1,"자동차/기타","계좌없음","100만원이하","부채없음","중고차구입",2900000,2,"없음",24,"없음",4,"우량"
"A0656",22,"전문직/사무직","미취업","싱글남",1,"예","영구임대",4,0,"모름/없음","마이너스","100만원이하","현재부채상환지연","신차구입",5000000,1,"없음",14,"없음",1,"우량"
"A0657",41,"비숙련거주자","7년이상","싱글남",2,"예","자가",4,0,"자동차/기타","50만원이하","100만원이하","현재부채상환지연","신차구입",1100000,1,"은행",12,"없음",4,"불량"
"A0658",37,"전문직/사무직","4년~7년","싱글남",1,"예","자가",3,1,"자동차/기타","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",12800000,1,"점포",48,"없음",4,"우량"
"A0659",28,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"자동차/기타","50만원이하","100만원이하","타은행부채과다","사업자금",5300000,2,"없음",30,"없음",2,"우량"
"A0660",41,"전문직/사무직","7년이상","싱글남",1,"예","자가",1,1,"모름/없음","50만원이하","100만원이하","부채없음","가구장비구입",8000000,1,"없음",18,"없음",2,"우량"
"A0661",23,"전문직/사무직","1년~4년","사별/기혼남",1,"예","임대",4,0,"실자산","50만원이상","100만원이하","현재부채상환지연","오디오/TV구입",1600000,1,"없음",12,"없음",3,"우량"
"A0662",23,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"자동차/기타","마이너스","저축계좌없음","현재부채상환지연","신차구입",1100000,1,"없음",12,"없음",4,"불량"
"A0663",50,"전문직/사무직","7년이상","싱글남",1,"예","자가",2,0,"실자산","계좌없음","100만원이하","현재부채상환지연","가구장비구입",2800000,2,"없음",21,"없음",4,"우량"
"A0664",35,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","자가",1,1,"사회보장/생명보험","50만원이하","100만원이하","당은행부채상환완료","가구장비구입",1300000,2,"점포",6,"없음",4,"우량"
"A0665",50,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",4,0,"사회보장/생명보험","50만원이상","100만원이하","부채없음","학자금",1300000,1,"없음",6,"없음",2,"우량"
"A0666",27,"관리직/자영업/숙련직/공무원","미취업","싱글남",1,"예","자가",2,1,"모름/없음","계좌없음","100만원이하","부채없음","기타",7900000,2,"은행",24,"공동대출자있음",4,"우량"
"A0667",34,"전문직/사무직","1년~4년","싱글남",2,"예","자가",2,1,"자동차/기타","50만원이하","1000만원이상","과거연체이력","가구장비구입",4400000,1,"점포",30,"없음",4,"우량"
"A0668",27,"전문직/사무직","1년~4년","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","계좌없음","100만원이하","과거연체이력","사업자금",4500000,1,"점포",48,"없음",1,"우량"
"A0669",43,"전문직/사무직","7년이상","싱글남",1,"예","임대",4,1,"사회보장/생명보험","마이너스","100만원이하","부채없음","신차구입",6100000,2,"없음",12,"공동대출자있음",3,"불량"
"A0670",47,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,0,"사회보장/생명보험","50만원이상","100만원이하","부채없음","오디오/TV구입",3800000,1,"없음",30,"없음",4,"우량"
"A0671",27,"비숙련거주자","1년~4년","싱글남",1,"예","자가",3,1,"사회보장/생명보험","계좌없음","100~500만원","부채없음","사업자금",5200000,2,"없음",24,"없음",3,"우량"
"A0672",31,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,1,"자동차/기타","계좌없음","100~500만원","현재부채상환지연","사업자금",7200000,2,"없음",36,"없음",2,"우량"
"A0673",42,"관리직/자영업/숙련직/공무원","7년이상","싱글남",1,"예","자가",4,1,"사회보장/생명보험","계좌없음","100만원이하","현재부채상환지연","신차구입",13000000,1,"없음",60,"없음",2,"우량"
"A0674",24,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"자동차/기타","계좌없음","500~1000만원","부채없음","신차구입",2600000,1,"없음",6,"없음",1,"우량"
"A0675",41,"비숙련거주자","1년미만","싱글남",2,"예","자가",2,0,"실자산","계좌없음","500~1000만원","당은행부채상환완료","사업자금",3200000,1,"은행",21,"없음",4,"불량"
"A0676",26,"관리직/자영업/숙련직/공무원","4년~7년","이혼/별거/기혼녀",1,"예","임대",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","오디오/TV구입",5700000,1,"없음",30,"없음",4,"우량"
"A0677",33,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100만원이하","부채없음","가구장비구입",6400000,1,"없음",24,"없음",4,"우량"
"A0678",24,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",2,0,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","오디오/TV구입",7000000,1,"없음",72,"없음",2,"불량"
"A0679",64,"비숙련거주자","7년이상","싱글남",1,"예","임대",4,0,"실자산","마이너스","100만원이하","현재부채상환지연","오디오/TV구입",3000000,1,"은행",24,"없음",4,"우량"
"A0680",26,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",1,0,"실자산","계좌없음","100만원이하","현재부채상환지연","오디오/TV구입",1800000,1,"없음",18,"없음",3,"우량"
"A0681",56,"전문직/사무직","1년미만","이혼/별거/기혼녀",1,"예","자가",2,0,"모름/없음","계좌없음","100만원이하","현재부채상환지연","학자금",1900000,1,"없음",6,"없음",1,"우량"
"A0682",37,"전문직/사무직","1년~4년","싱글남",1,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","현재부채상환지연","오디오/TV구입",2900000,1,"없음",12,"없음",4,"우량"
"A0683",33,"전문직/사무직","1년~4년","사별/기혼남",1,"예","자가",3,0,"실자산","계좌없음","100만원이하","당은행부채상환완료","오디오/TV구입",1900000,2,"은행",15,"없음",4,"우량"
"A0684",47,"전문직/사무직","1년미만","사별/기혼남",1,"예","영구임대",3,1,"모름/없음","계좌없음","100만원이하","부채없음","오디오/TV구입",6400000,3,"없음",24,"없음",3,"우량"
"A0685",31,"비숙련거주자","4년~7년","싱글남",2,"예","자가",3,1,"사회보장/생명보험","50만원이하","100~500만원","당은행부채상환완료","사업자금",12300000,2,"없음",36,"없음",1,"우량"
"A0686",34,"전문직/사무직","1년~4년","싱글남",2,"예","영구임대",4,1,"모름/없음","계좌없음","저축계좌없음","현재부채상환지연","신차구입",8200000,1,"없음",60,"없음",4,"우량"
"A0687",27,"전문직/사무직","4년~7년","싱글남",1,"예","자가",2,1,"사회보장/생명보험","50만원이상","저축계좌없음","부채없음","오디오/TV구입",1700000,2,"없음",10,"없음",4,"우량"
"A0688",30,"전문직/사무직","7년이상","싱글남",1,"예","영구임대",3,0,"모름/없음","50만원이하","100~500만원","당은행부채상환완료","신차구입",3600000,1,"없음",36,"없음",4,"우량"
"A0689",35,"전문직/사무직","7년이상","싱글남",1,"예","자가",4,1,"자동차/기타","계좌없음","100~500만원","현재부채상환지연","오디오/TV구입",3400000,1,"없음",9,"공동대출자있음",3,"우량"
"A0690",31,"전문직/사무직","1년~4년","싱글남",2,"예","자가",3,0,"사회보장/생명보험","마이너스","1000만원이상","현재부채상환지연","신차구입",4600000,1,"없음",12,"없음",1,"우량"
"A0691",25,"전문직/사무직","1년~4년","이혼/별거남",1,"예","자가",3,0,"사회보장/생명보험","마이너스","100만원이하","부채없음","가구장비구입",1200000,2,"없음",15,"없음",2,"우량"
"A0692",25,"비숙련거주자","1년~4년","이혼/별거/기혼녀",1,"예","자가",2,0,"실자산","50만원이하","100~500만원","현재부채상환지연","수리비용",3300000,1,"없음",15,"없음",3,"우량"
"A0693",29,"전문직/사무직","1년미만","싱글남",1,"예","자가",1,0,"자동차/기타","50만원이하","100~500만원","현재부채상환지연","오디오/TV구입",3600000,1,"없음",24,"없음",2,"우량"
